year,raw_var_name,position,label,value_labels,missing_values
2016,PCPSARS1,220,C17.6. What was the MAIN reason you had this PSA test - was it... ?,1 - Part of a routine exam; 2 - Because of a prostate problem; 3 - Because of a family history of prostate cancer; 4 - Because you were told you had prostate cancer; 5 - Some other reason; 7a - Don't know / Not sure; 9a - Refused,"7,9"
2016,PDIABTST,221,M1.1. Have you had a test for high blood sugar or diabetes within the past three years?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,PERSDOC2,222,"C3.2. Do you have one person you think of as your personal doctor or health care provider? IF NO, ASK: 'Is there more than one or is there no person who you think of as your personal doctor or health care provider?'","1 - Yes, only one; 2 - More than one; 3 - No; 7a - Don't know / Not sure; 9a - Refused","7, 9"
2016,PHYSHLTH,223,"C2.1. Now thinking about your physical health, which includes physical illness and injury, for how many days during the past 30 days was your physical health not good?",77a - Don't know/Not sure; 88 - None; 99a - Refused,"77, 99"
2016,PNEUVAC3,224,C12.3. Have you ever had a pneumonia shot?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,POORHLTH,225,"C2.3. During the past 30 days, for about how many days did poor physical or mental health keep you from doing your usual activities, such as self-care, work, or recreation?",77a - Don't know/Not sure; 88 - None; 99a - Refused,"77, 99"
2016,PRECALL,226,PRE-CALL STATUS CODE,,
2016,PREDIAB1,227,M1.2. Have you ever been told by a doctor or other health professional that you have pre-diabetes or borderline diabetes?,"1 - Yes; 2 - Yes, during pregnancy; 3 - No; 7a - Don't know/Not sure; 9a - Refused","7, 9"
2016,PREGNANT,228,"C8.21. To your knowledge, are you now pregnant?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,PSATEST1,229,C17.4. Have you EVER HAD a PSA test?,1 - Yes; 2 - No; 7a - Don't know / Not sure; 9a - Refused,"7, 9"
2016,PSATIME,230,C17.5. How long has it been since you had your last PSA test?,1 - Within the past year (anytime less than 12 months ago); 2 - Within the past 2 years (1 year but less than 2 years ago); 3 - Within the past 3 years (2 years but less than 3 years ago); 4 - Within the past 5 years (3 years but less than 5 years ago); 5 - 5 or more years ago; 7a - Don't know / Not sure; 9a - Refused,"7, 9"
2016,PSU,231,Primary Sampling Unit (equal to Annual Sequence Number),,
2016,PVTRESD2,232,C4A. Do you live in a private residence?,"1 - Yes (Private residence, unspecified); 2 - No; 3 - Vacation Home/Timeshare; 4 - Apartment/Duplex/Triplex,etc.; 5 - Manufactured home; 6 - RV/Camper/Trailer; 9 - Homeless (live in car, on the streets, etc.); 10 - Single family home, house, etc.; 15 - Townhouse/Condo/Condominium; 77a - DON'T KNOW/NOT SURE; 99a - REFUSED","77, 99"
2016,PVTRESID,233,Is this a private residence?,"1 - Yes; 2 - No; 3 - No, business phone only",
2016,QLACTLM2,234,"M25.1. Are you limited in any way in any activities because of physical, mental, or emotional problems?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,QSTLANG,235,Language in which interview was conducted,1 - English; 2 - Spanish,
2016,QSTVER,236,Survey Type,11 - A-LL; 12 - B-LL; 13 - C-LL; 14 - D-LL; 20 - OOS-CP; 21 - A-CP; 22 - B-CP; 23 - C-CP; 24 - D-CP,
2016,RACE1,237,C8.4. Which one or more of the following would you say is your race? White Black or African American American Indian or Alaska Native Asian Pacific Islander,10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other; 77a - Don't know/Not sure; 88a - No additional choices; 99a - Refused,"77, 88, 99"
2016,RACE2,238,C8.4. Which one or more of the following would you say is your race? White Black or African American American Indian or Alaska Native Asian Pacific Islander,10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other; 77a - Don't know/Not sure; 88a - No additional choices; 99a - Refused,"77, 88, 99"
2016,RACE3,239,C8.4. Which one or more of the following would you say is your race? White Black or African American American Indian or Alaska Native Asian Pacific Islander,10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other; 77a - Don't know/Not sure; 88a - No additional choices; 99a - Refused,"77, 88, 99"
2016,RACE4,240,C8.4. Which one or more of the following would you say is your race? White Black or African American American Indian or Alaska Native Asian Pacific Islander,10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other; 77a - Don't know/Not sure; 88a - No additional choices; 99a - Refused,"77, 88, 99"
2016,RACE5,241,C8.4. Which one or more of the following would you say is your race? White Black or African American American Indian or Alaska Native Asian Pacific Islander,10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other; 77a - Don't know/Not sure; 88a - No additional choices; 99a - Refused,"77, 88, 99"
2016,RACE6,242,C8.4. Which one or more of the following would you say is your race? White Black or African American American Indian or Alaska Native Asian Pacific Islander,10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other; 77a - Don't know/Not sure; 88a - No additional choices; 99a - Refused,"77, 88, 99"
2016,RACE7,243,C8.4. Which one or more of the following would you say is your race? White Black or African American American Indian or Alaska Native Asian Pacific Islander,10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other; 77a - Don't know/Not sure; 88a - No additional choices; 99a - Refused,"77, 88, 99"
2016,RACE8,244,C8.4. Which one or more of the following would you say is your race? White Black or African American American Indian or Alaska Native Asian Pacific Islander,10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other; 77a - Don't know/Not sure; 88a - No additional choices; 99a - Refused,"77, 88, 99"
2016,RACE9,245,C8.4. Which one or more of the following would you say is your race? White Black or African American American Indian or Alaska Native Asian Pacific Islander,10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other; 77a - Don't know/Not sure; 88a - No additional choices; 99a - Refused,"77, 88, 99"
2016,RACE10,246,C8.4. Which one or more of the following would you say is your race? White Black or African American American Indian or Alaska Native Asian Pacific Islander,10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other; 77a - Don't know/Not sure; 88a - No additional choices; 99a - Refused,"77, 88, 99"
2016,RACEBESTX2,247,C8.5. Which one of these groups would you say best represents you?,9 - Hispanic; 10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other; 77a - Don't know/Not sure; 99a - Refused,"77, 99"
2016,RACLASO,248,Enter Other M13.2,,
2016,RACLASS,249,"M13.2. How do other people usually classify you in this country?  Would you say: White, Black or African American, Hispanic or Latino, Asian, Native Hawaiian or Other Pacific Islander, American Indian or Alaska Native, or some other group?",1 - White; 2 - Black; 3 - Hispanic or Latino; 4 - Asian; 5 - Native Hawaiian or Other Pacific Islander; 6 - American Indian or Alaska Native; 7a - Don't know/Not sure; 8 - Some other group (SPECIFY); 9a - Refused,"7, 9"
2016,RCSBRAC1,250,M22.5. Which one of these groups would you say best represents the child's race? White Black or African American American Indian or Alaska Native Asian Pacific Islander,10 - White; 20 - Black or African American; 30 - American Indian or Alaska Native; 41 - Asian Indian; 42 - Chinese; 43 - Filipino; 44 - Japanese; 45 - Korean; 46 - Vietnamese; 47 - Other Asian; 51 - Native Hawaiian; 52 - Guamanian or Chamorro; 53 - Samoan; 54 - Other Pacific Islander; 60 - Other (SPECIFY); 77a - Don't know/Not sure; 99a - Refused,"77, 99"
2016,RCSGENDR,251,M22.2. Is the child a boy or a girl?,1 - Boy; 2 - Girl; 9a - Refused,9
2016,RCSRLTN2,252,M22.6. How are you related to the child? (READ LIST),"1 - Parent (include biologic, step or adoptive parent); 2 - Grandparent; 3 - Foster parent or guardian; 4 - Sibling (include biologic, step and adoptive sibling); 5 - Other relative; 6 - Not related in any way; 7a - Don't know/Not sure; 9a - Refused","7, 9"
2016,RENTHOM1,253,C8.8. Do you own or rent your home?,1 - Own; 2 - Rent; 3 - Other arrangement; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,RMVTETH3,254,"C7.2. How many of your permanent teeth have been removed because of tooth decay or gum disease?  Include teeth lost to infection, but do not include teeth lost for other reasons, such as injury or orthodontics.",1 - 1 to 5; 2 - 6 or more but not all; 3 - All; 7a - Don't know/Not sure; 8 - None; 9a - Refused,"7, 9"
2016,RRATWRK2,255,"M13.4. Within the past 12 months at work, do you feel you were treated worse than, the same as, or better than people of other races?","1 - Worse than other races; 2 - The same as other races; 3 - Better than other races; 4 - Worse than some races, better than others; 5 - Only encountered people of the same race; 7a - Don't know/Not sure; 9a - Refused","7, 9"
2016,RRCOGNT2,256,"M13.3. How often do you think about your race?  Would you say never, once a year, once a month, once a week, once a day, once an hour, or constantly?",1 - Never; 2 - Once a year; 3 - Once a month; 4 - Once a week; 5 - Once a day; 6 - Once an hour; 7a - Don't know/Not sure; 8 - Constantly; 9a - Refused,"7, 9"
2016,RREMTSM2,257,"M13.7. Within the past 30 days, have you felt emotionally upset, for example angry, sad, or frustrated, as a result of how you were treated based on your race?",1 - Yes; 2 - No; 7 - Don't know/Not sure; 9 - Refused,"77, 99"
2016,RRHCARE3,258,"M13.5. Within the past 12 months, when seeking health care, do you feel your experiences were worse than, the same as, or better than for people of other races?","1 - Worse than other races; 2 - The same as other races; 3 - Better than other races; 4 - Worse than some races, better than others; 5 - Only encountered people of the same race; 6 - No health care in past 12 months; 7a - Don't know/Not sure; 9a - Refused","7, 9"
2016,RRPHYSM2,259,"M13.6. Within the past 30 days, have you experienced any physical symptoms, for example, a headache, an upset stomach, tensing of your muscles, or a pounding heart, as a result of how you were treated based on your race?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SALTADER,260,OR150.2. Has a doctor or other health professional ever advised you to reduce sodium or salt intake?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SALTWATCH,261,OR150.1. Are you currently watching or reducing your sodium or salt intake?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SAMP_OVERLAP,262,Sample Overlap: Landline vs. Cell,1 - Landline Sample-Landline Only (Do Not Have Cellphone); 2 - Landline Sample-Dual (Have Cellphone); 3 - Cellphone Sample-Cell Only (Do Not Have Landline); 4 - Cellphone Sample-Dual (Have Landline),
2016,SAMP_STATE,263,STATE        2,,
2016,SAQTMTHD1,264,"OR22.6. [Did they recommend]...A product that contains nicotine, such as 'The Patch', nicotine gum, nasal spray or lozenges?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SAQTMTHD2,265,"OR22.7. [Did they recommend] ...A prescription medication, such as Chantix or Zyban?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SAQTMTHD3,266,"OR22.8. [Did they recommend] ...A quit program such as quit classes, counseling or telephone coaching?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SAQTMTHD8,267,"OR22.9. [Did they recommend] ...Electronic cigarettes, also known as e-cigs?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SAQTMTHD9,268,OR22.5. Which methods did your health care provider recommend to help you quit?  Did they recommend... Calling the Oregon Tobacco Quit Line or 1-800-QUIT-NOW?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SAQUITASSESS,269,"OR22.3. At your last visit to a health care provider, did they ask you if you were willing to quit?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SAQUITR2,270,"OR22.4. At your last visit to your health care provider, were you offered recommendations or assistance on how to quit?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SAQUITV2,271,"OR22.2. At your last visit to your health care provider, were you advised to quit smoking or using tobacco?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SCFOOD,272,OR146.2. How often IN THE PAST 12 MONTHS would you say you were worried or stressed about having enough money to buy nutritious meals?  Would you say you were worried or stressed...,1 - Always; 2 - Usually; 3 - Sometimes; 4 - Rarely; 5 - Never; 7a - Don't know/Not sure; 8a - Not applicable; 9a - Refused,"7, 8, 9"
2016,SCHOUSING,273,OR146.1. How often IN THE PAST 12 MONTHS would you say you were worried or stressed about having enough money to pay your rent/mortgage?  Would you say you were worried or stressed...,1 - Always; 2 - Usually; 3 - Sometimes; 4 - Rarely; 5 - Never; 7a - Don't know/Not sure; 8a - Not applicable; 9a - Refused,"7, 8, 9"
2016,SDOCASK2,274,"OR22.1. At your last visit to your health care provider, did someone ask you if you smoked or used other tobacco products, either by questionnaire or in person?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SEATBELT,275,C14.1. How often do you use seat belts when you drive or ride in a car?  Would you say...(READ LIST),1 - Always; 2 - Nearly always; 3 - Sometimes; 4 - Seldom; 5 - Never; 7a - Don't know/Not sure; 8 - Never drive or ride in a car; 9a - Refused,"7, 9"
2016,SEQNO,276,SEQNO        10,,
2016,SEQNO_OREGON,277,Oregon Annual Sequence Number,,
2016,SEX,278,C8.1. Are you...,1 - Male; 2 - Female; 9a - Refused,"7, 9"
2016,SEXAD,279,RECORD GENDER BY OBSERVATION.,1 - MALE; 2 - FEMALE,
2016,SINITIATE,280,OR27.1. At what age did you first smoke part or all of a cigarette?,75 - 75 or older; 77a - Don't know/Not sure; 99a - Refused,"77, 99"
2016,SLEPTIM1,281,"C5.1. On average, how many hours of sleep do you get in a 24-hour period?",77a - Don't know/Not sure; 99a - Refused,"77, 99"
2016,SMFLAVOR4,282,"OR37.2. In the last year, did you use tobacco, e-cigarettes or other vaping products with menthol, fruit, coffee, candy, or other sweet flavors?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SMOKDAY2,283,"C9.2. Do you now smoke cigarettes every day, some days, or not at all?",1 - Every day; 2 - Some days; 3 - Not at all; 7a - Don't know / Not sure; 9a - Refused,"7, 9"
2016,SMOKE1,284,OR37.1. Have you smoked part or all of one cigarette in your entire life?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SMOKE100,285,C9.1. Have you smoked at least 100 cigarettes in your entire life? NOTE: 5 packs = 100 cigarettes,1 - Yes; 2 - No; 7a - Don't know / Not sure; 9a - Refused,"7, 9"
2016,SMOKENUM,286,"OR26.1. On the average, about how many cigarettes a day do you now smoke? NOTE: 1 PACK = 20 CIGARETTES",76 - 76 or more cigarettes; 77a - Don't know/Not sure; 88 - None; 99a - Refused,"77, 99"
2016,SMQTLIKE2,287,OR20.2. Would you like to quit smoking?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SODAHARM,288,"OR87.1. This next question is about sodas sweetened with sugar, not diet sodas.  Would you say that drinking one or more cans of sugar-sweetened soda a day is...",1 - Very harmful to one's health; 2 - Somewhat harmful to one's health; 3 - Not very harmful to one's health; 4 - Not harmful at all to one's health; 7a - Don't know/Unsure; 9a - Refused,"7, 9"
2016,SQTLINEX,289,OR42.1. Have you ever heard of 1-800-QUITNOW?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SQTMTHD8X,290,"OR20.3. The last time you quit smoking, did you use electronic cigarettes, also known as e-cigs?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SSENCOUR2,291,OR42.5. Do you agree or disagree with the following statement: Tobacco companies deliberately advertise and promote tobacco to encourage youth under 18 to use tobacco?  (If Agree or disagree:) Strongly or somewhat?,1 - Strongly agree; 2 - Somewhat agree; 3 - Neither agree nor disagree; 4 - Somewhat disagree; 5 - Strongly disagree; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SSHOMEE,292,"OR40.8. On how many of the past 30 days has someone, including yourself, smoked cigarettes, cigars, or pipes anywhere inside your home?",77a - Don't know/Not sure; 88 - None; 99a - Refused,"77, 99"
2016,SSHONEST,293,OR42.4. Do you think that the tobacco companies have been honest or dishonest with the public about the dangers of tobacco use? (If Honest or Dishonest:) Very or somewhat?,1 - Very honest; 2 - Somewhat honest; 3 - Neither honest nor dishonest; 4 - Somewhat dishonest; 5 - Very dishonest; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SSINDUS,294,OR42.3. Which of the following statements best describes how you think the tobacco industry is being treated these days:,"1 - People are too soft on the tobacco industry; 2 - People are treating the tobacco industry fairly, or; 3 - People are too hard on the tobacco industry; 7a - Don't know/Not sure; 9a - Refused","7, 9"
2016,SSROOM,295,"OR39.1. This question refers to how much time you spend in places where there is smoke, whether it is at home, at work or anywhere else.  In a typical week, how many hours are you in the same room where others are smoking?",1 - 1 hour or less; 76 - 76 hours or more; 77a - Don't know/Not sure; 88 - None; 99a - Refused,"77, 99"
2016,SSTARTS2X,296,OR27.2. At what age did you start smoking regularly?,"75 - 75 or older, never smoked regularly; 77a - Don't know/Not sure; 99a - Refused","77, 99"
2016,STATE,297,Resident State FIPS code,1 - ALABAMA; 2 - ALASKA; 4 - ARIZONA; 5 - ARKANSAS; 6 - CALIFORNIA; 8 - COLORADO; 9 - CONNECTICUT; 10 - DELAWARE; 11 - DISTRICT OF COLUMBIA; 12 - FLORIDA; 13 - GEORGIA; 15 - HAWAII; 16 - IDAHO; 17 - ILLINOIS; 18 - INDIANA; 19 - IOWA; 20 - KANSAS; 21 - KENTUCKY; 22 - LOUISIANA; 23 - MAINE; 24 - MARYLAND; 25 - MASSACHUSETTS; 26 - MICHIGAN; 27 - MINNESOTA; 28 - MISSISSIPPI; 29 - MISSOURI; 30 - MONTANA; 31 - NEBRASKA; 32 - NEVADA; 33 - NEW HAMPSHIRE; 34 - NEW JERSEY; 35 - NEW MEXICO; 36 - NEW YORK; 37 - NORTH CAROLINA; 38 - NORTH DAKOTA; 39 - OHIO; 40 - OKLAHOMA; 41 - OREGON; 42 - PENNSYLVANIA; 44 - RHODE ISLAND; 45 - SOUTH CAROLINA; 46 - SOUTH DAKOTA; 47 - TENNESSEE; 48 - TEXAS; 49 - UTAH; 50 - VERMONT; 51 - VIRGINIA; 53 - WASHINGTON; 54 - WEST VIRGINIA; 55 - WISCONSIN; 56 - WYOMING; 60 - AMERICAN SAMOA; 66 - GUAM; 72 - PUERTO RICO; 78 - VIRGIN ISLANDS; 99 - Refused,
2016,STOPSMK2,298,"C9.3. During the past 12 months, have you stopped smoking for one day or longer because you were trying to quit smoking?",1 - Yes; 2 - No; 7 - Don't know / Not sure; 9 - Refused,"77, 99"
2016,STPILE,299,"OR147.1. In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",1 - Never; 2 - Almost never; 3 - Sometimes; 4 - Fairly often or; 5 - Very Often; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,SURVEYMODE,300,Survey Mode,1 - Land Line; 2 - Cell Phone,
2016,SXORIENT,301,"OR01.5. Do you think of yourself as...A. Gay or lesbian B. Straight, that is, not lesbian or gay C. Bisexual, or D. Something else?","1 - A. Gay or lesbian; 2 - B. Straight, that is, not lesbian or gay; 3 - C. Bisexual, or; 7a - Don't know/Not sure; 8 - D. Something else (SPECIFY); 9a - Refused","7, 9"
2016,SXORIENTO,302,Enter OR01.5. Other.,,
2016,TETANUS,303,"C12.4. Since 2005, have you had a tetanus shot? IF YES, ASK:  'Was this Tdap, the tetanus shot that also has pertussis or whooping cough vaccine?","1 - Yes, received Tdap; 2 - Yes, received tetanus shot, but not Tdap; 3 - Yes, received tetanus shot but not sure what type; 4 - No, did not receive any tetanus shot since 2005; 7a - Don't know/Not sure; 9a - Refused","7, 9"
2016,TOBADV2,304,"OR132.1. Thinking of the stores you have visited in the past 30 days, did you see any advertisements promoting cigarettes, e-cigarettes or other tobacco or vaping products on the storefront or inside the store?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,TOURAFTER,305,"OR151.6. Did you see a doctor, nurse or other health professional for these unexpected problems, complications, or undesirable health outcomes after returning to the United States?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,TOURCNTY1,306,"OR151.2A. What specific countries outside of the United States did you travel to during the past 12 months for your pre-planned medical, dental, or surgical procedures or treatments?  Please list up to 3.",1 - Mexico; 2 - India; 3 - Thailand; 4 - Brazil; 5 - Singapore; 88 - Other country/countries (SPECIFY); 97a - Don't know/Not sure; 99a - Refused,"97, 99"
2016,TOURCNTY2,307,OR151.2B. Enter second country mentioned.,1 - Mexico; 2 - India; 3 - Thailand; 4 - Brazil; 5 - Singapore; 88 - Other country/countries (SPECIFY); 96 - No additional countries; 97a - Don't know/Not sure; 99a - Refused,"97, 99"
2016,TOURCNTY3,308,OR151.2C. Enter third country mentioned.,1 - Mexico; 2 - India; 3 - Thailand; 4 - Brazil; 5 - Singapore; 88 - Other country/countries (SPECIFY); 96 - No additional countries; 97a - Don't know/Not sure; 99a - Refused,"97, 99"
2016,TOURCNTY1O,309,OR151.2A. Enter first country.,,
2016,TOURCNTY2O,310,OR151.2B. Enter second country,,
2016,TOURCNTY3O,311,OR151.2C. Enter third country.,,
2016,TOURPLAN,312,"OR151.1 During the past 12 months, did you travel outside of the United States to receive pre-planned medical, dental, or surgical procedures or treatments?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,TOURPROB,313,"OR151.5. Did you have any unexpected problems, complications, or undesirable health outcomes as a result of the procedures or treatments you received outside of the United States?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,"7, 9"
2016,TOURTREAT1,314,"OR01.3. What types of procedures or treatments did you receive on your trips outside of the United States for your pre-planned medical, dental or surgical procedures or treatments?","11 - ORGAN TRANSPLANT: Kidney; 12 - ORGAN TRANSPLANT: Liver; 13 - ORGAN TRANSPLANT: Heart; 14 - ORGAN TRANSPLANT: Lung; 15 - ORGAN TRANSPLANT: Corneal (eye); 21 - COSMETIC SURGERY: Facial; 22 - COSMETIC SURGERY: Liposuction; 23 - COSMETIC SURGERY: Breast (implant, lift, or reduction); 24 - COSMETIC SURGERY: Abdominoplasty (tummy tuck); 25 - COSMETIC SURGERY: Hair transplant; 30 - DENTAL SURGERY: Any Dental Proceure; 40 - CARDIAC/HEART SURGERY; 51 - ORTHOPEDIC SURGERY: Hip replacement; 52 - ORTHOPEDIC SURGERY: Knee replacement; 53 - ORTHOPEDIC SURGERY: Other (SPECIFY); 61 - MEDICAL TREATMENT FOR AN ILLNESS: Cancer treatment; 62 - MEDICAL TREATMENT FOR AN ILLNESS: Drug and alcohol rehabilitation; 63 - MEDICAL TREATMENT FOR AN ILLNESS: Fertility/Infertility; 64 - MEDICAL TREATMENT FOR AN ILLNESS: Other Illness (SPECIFY); 81 - CT and MRI Scans; 82 - Stem cell transplant; 83 - Bariatric/Obesity Surgery; 84 - Other Treatment or Procedure (SPECIFY); 98a - Don't know/Not sure; 99a - Refused","98, 99"
2016,TOURTREAT2,315,"OR01.3. What types of procedures or treatments did you receive on your trips outside of the United States for your pre-planned medical, dental or surgical procedures or treatments?","11 - ORGAN TRANSPLANT: Kidney; 12 - ORGAN TRANSPLANT: Liver; 13 - ORGAN TRANSPLANT: Heart; 14 - ORGAN TRANSPLANT: Lung; 15 - ORGAN TRANSPLANT: Corneal (eye); 21 - COSMETIC SURGERY: Facial; 22 - COSMETIC SURGERY: Liposuction; 23 - COSMETIC SURGERY: Breast (implant, lift, or reduction); 24 - COSMETIC SURGERY: Abdominoplasty (tummy tuck); 25 - COSMETIC SURGERY: Hair transplant; 30 - DENTAL SURGERY: Any Dental Proceure; 40 - CARDIAC/HEART SURGERY; 51 - ORTHOPEDIC SURGERY: Hip replacement; 52 - ORTHOPEDIC SURGERY: Knee replacement; 53 - ORTHOPEDIC SURGERY: Other (SPECIFY); 61 - MEDICAL TREATMENT FOR AN ILLNESS: Cancer treatment; 62 - MEDICAL TREATMENT FOR AN ILLNESS: Drug and alcohol rehabilitation; 63 - MEDICAL TREATMENT FOR AN ILLNESS: Fertility/Infertility; 64 - MEDICAL TREATMENT FOR AN ILLNESS: Other Illness (SPECIFY); 81 - CT and MRI Scans; 82 - Stem cell transplant; 83 - Bariatric/Obesity Surgery; 84 - Other Treatment or Procedure (SPECIFY); 98a - Don't know/Not sure; 99a - Refused","98, 99"
